,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
16,Rhinolophus_ferrumequinum,Fungi,Pseudogymnoascus destructans,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Puechmaille et al. (2011),"Puechmaille SJ, Wibbelt G, Korn V, Fuller H, Forget F, MÃ¼hldorfer K, Kurth A, Bogdanowicz W, Borel C, Bosch T (2011) Pan-European distribution of white-nose syndrome fungus (Geomyces destructans) not associated with mass mortality. PLOS ONE 6 (4):e19167",no diagnostic sign,NA,NA
17,Myotis_mystacinus,Fungi,Pseudogymnoascus destructans,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Puechmaille et al. (2011),"Puechmaille SJ, Wibbelt G, Korn V, Fuller H, Forget F, MÃ¼hldorfer K, Kurth A, Bogdanowicz W, Borel C, Bosch T (2011) Pan-European distribution of white-nose syndrome fungus (Geomyces destructans) not associated with mass mortality. PLOS ONE 6 (4):e19167",no diagnostic sign,NA,NA
18,Myotis_myotis,Endoparasites,Anoplocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Alvarez et al. (1991),"Alvarez, F., et al., (1992) 'Helminth parasites in some Spanish bats.' Wiadomosci Parazytologiczne. Warszawa 37(3): 321-329",NA,Cestode,NA
19,Myotis_myotis,Endoparasites,Anoplocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Cycloskrjabinia sp. Â Â Â ,Cestode,NA
20,Myotis_myotis,Endoparasites,Anoplocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Cycloskrjabinia sp. Â Â Â ,Cestode,NA
21,Myotis_myotis,Endoparasites,Anoplocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Cycloskrjabinia  taborensis,Cestode,NA
22,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Hymenolepis  balsaci,Cestode,NA
23,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Botella et al. (1995),"Botella, P. & Esteban, J.G., (1995) 'Histopathology of the stomach lesion caused by Physaloptera brevivaginata (Nematoda: Physalopteridae) in bats in Spain.' Folia Parasitologica. Praha 42(2): 143-148",Hymenolepis grisea,Cestode,NA
24,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Milina grisea van Beneden,Cestode,NA
25,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hungary,MatskÃ¡si et al. (1996),"MatskÃ¡si, I., MÃ©szÃ¡ros, F., Murai, E., & GubÃ¡nyi, A. (1996). Helminthological investigations of vertebrates in the Bukk National Park (Monogenea, Digenea, Cestoda, Acanthocephala, Nematoda). Fauna Bukk Natl Park, 1996, 11-32.",Myotolepis grisea,Cestode,NA
26,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Hanzelova et al. (1996),"Hanzelova, V. & Rysavy, B., (1996) 'Synopsis of cestodes in Slovakia IV. Hymenolepididae (continued).' Helminthologia. Bratislava 33(4): 213-222",Myotolepis grisea,Cestode,NA
27,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Vampirolepis acuta,Cestode,NA
28,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Vampirolepis acuta,Cestode,NA
29,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,France,Sawada (1990),"Sawada, I., (1990). Vampirolepis ezoensis sp. nov.(Cestoda: Hymenolepididae) from the Japanese northern bat, Eptesicus nilssoni parvus Kishida, with a List of known species of the genus Vampirolepis Spassky from bats. å¯„ç”Ÿè™«å­¦é›‘èªŒ, 39(2), p176-185.",Vampirolepis balsaci,Cestode,NA
30,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Sawada (1990),"Sawada, I., (1990). Vampirolepis ezoensis sp. nov.(Cestoda: Hymenolepididae) from the Japanese northern bat, Eptesicus nilssoni parvus Kishida, with a List of known species of the genus Vampirolepis Spassky from bats. å¯„ç”Ÿè™«å­¦é›‘èªŒ, 39(2), p176-185.",Vampirolepis ristensoni,Cestode,NA
31,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Vampirolepis  christensoni,Cestode,NA
32,Myotis_myotis,Endoparasites,Hymenolepididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Vampirolepis  rysavyi,Cestode,NA
33,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Sawada (1990),"Sawada, I., (1990). Vampirolepis ezoensis sp. nov.(Cestoda: Hymenolepididae) from the Japanese northern bat, Eptesicus nilssoni parvus Kishida, with a List of known species of the genus Vampirolepis Spassky from bats. å¯„ç”Ÿè™«å­¦é›‘èªŒ, 39(2), p176-185.",Filariid sp.,Nematodes,NA
34,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Litomosa desportesi,Nematodes,NA
35,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Litomosa dogieli,Nematodes,NA
36,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Litomosa filaria,Nematodes,NA
37,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Bernard (1987),"Bernard, J. (1987) 'Faune des nematodes parasites des mammiferes de Tunisie et des contrees voisines.' Archives de l'Institute Pasteur de Tunis 64(3): 265-319 , 2 figs, 1 tab. , (French).",Litomosa filaria,Nematodes,NA
38,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Barus (1992),"Barus, V. (1992) 'List of filariids (Nematoda: Filariata) parasitic in vertebrates of the Czech and Slovak Federal Republic (systematics, hosts, comments to biology, bibliography).' Helminthologia. Bratislava 29(3): 101-107",Litomosa filaria,Nematodes,NA
39,Myotis_myotis,Endoparasites,Filarioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Cordero del Campillo et al. (1980),"Cordero del Campillo, M., Manga-GonzÃ¡lez, M. Y., & GonzÃ¡lez Lanza, C. (1980). Ãndice-catÃ¡logo de zooparÃ¡sitos ibÃ©ricos. Ministerio de Sanidad y Seguridad Social (EspaÃ±a).",Litomosa ottavianii,Nematodes,NA
40,Myotis_myotis,Endoparasites,Molineoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Neohistiostrongylus viguerasi,Nematodes,NA
41,Myotis_myotis,Endoparasites,Physalopteroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Physaloptera brevivaginata,Nematodes,NA
42,Myotis_myotis,Endoparasites,Physalopteroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Bernard (1987),"Bernard, J. (1987) 'Faune des nematodes parasites des mammiferes de Tunisie et des contrees voisines.' Archives de l'Institute Pasteur de Tunis 64(3): 265-319 , 2 figs, 1 tab. , (French).",Physaloptera brevivaginata,Nematodes,NA
43,Myotis_myotis,Endoparasites,Physalopteroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Botella & Esteban (1995),"Botella, P. & Esteban, J.G. (1995) 'Histopathology of the stomach lesion caused by Physaloptera brevivaginata (Nematoda: Physalopteridae) in bats in Spain.' Folia Parasitologica. Praha 42(2): 143-148 , 1 fig.",Physaloptera myotis,Nematodes,NA
44,Myotis_myotis,Endoparasites,Rictularioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Rictularia bovieri,Nematodes,NA
45,Myotis_myotis,Endoparasites,Rictularioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Rictularia plagiostoma,Nematodes,NA
46,Myotis_myotis,Endoparasites,Seuratoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Seuratum mucronatum,Nematodes,NA
47,Myotis_myotis,Endoparasites,Spiruroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Ascarops strongylina,Nematodes,NA
48,Myotis_myotis,Endoparasites,Spiruroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Physocephalus sexalatus,Nematodes,NA
49,Myotis_myotis,Endoparasites,Spiruroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Spirocerca lupi,Nematodes,NA
50,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Alvarez et al. (1991),"Alvarez, F., Rey, J., Quinteiro, P., Iglesias, R., Santos, M., & Sanmartin, M. L. (1991). Helminth parasites in some Spanish bats. WiadomoÅ›ci Parazytologiczne, 37(3).",Capillariinae sp.,Nematodes,NA
51,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Botella & Esteban (1995),"Botella, P. & Esteban, J.G. (1995) 'Histopathology of the stomach lesion caused by Physaloptera brevivaginata (Nematoda: Physalopteridae) in bats in Spain.' Folia Parasitologica. Praha 42(2): 143-148 , 1 fig.",Aonchotheca moraveci,Nematodes,NA
52,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Moravec (2000),"Moravec, F. (2000). Review of capillariid and trichosomoidid nematodes from mammals in the Czech Republic and the Slovak Republic. Acta Societatis Zoologicae Bohemicae, 64(3), 271-304.",Aonchotheca speciosa,Nematodes,NA
53,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria diesingi,Nematodes,NA
54,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria diesingi,Nematodes,NA
55,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria moraveci,Nematodes,NA
56,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria neopulchra,Nematodes,NA
57,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria romana,Nematodes,NA
58,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Czech Republic,Slovakia",Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria sp. Â ,Nematodes,NA
59,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria sp. Â ,Nematodes,NA
60,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Cordero del Campillo et al. (1980),"Cordero del Campillo, M., Manga-GonzÃ¡lez, M. Y., & GonzÃ¡lez Lanza, C. (1980). Ãndice-catÃ¡logo de zooparÃ¡sitos ibÃ©ricos. Ministerio de Sanidad y Seguridad Social (EspaÃ±a).",Capillaria sp. Â ,Nematodes,NA
61,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Capillaria speciosa,Nematodes,NA
62,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Trichuroides chiropteri,Nematodes,NA
63,Myotis_myotis,Endoparasites,Trichinelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Trichuroides chiropteri,Nematodes,NA
64,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Gyrabascinae sp.,Trematodes,NA
65,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spain,Botella & Esteban (1995),"Botella, P. & Esteban, J.G. (1995) 'Histopathology of the stomach lesion caused by Physaloptera brevivaginata (Nematoda: Physalopteridae) in bats in Spain.' Folia Parasitologica. Praha 42(2): 143-148 , 1 fig.",Gyrabascinae sp.,Trematodes,NA
66,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ukraine,Moldavia",Sharpilo & Iskova (1989),"Sharpilo, V., & Iskova, N. (1989). Fauna of Ukraine. Trematodes. Plagiorchiidan (Plagiorchiata). Vol. 34. Issue 3.",Allassogonoporus amphoraeformis,Trematodes,NA
67,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Allassogonoporus amphoraeformis,Trematodes,NA
68,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Lecithodendrium granulosum,Trematodes,NA
69,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Lecithodendrium linstowi,Trematodes,NA
70,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Lecithodendrium rysavy,Trematodes,NA
71,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Parabascus duboisi,Trematodes,NA
72,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hungary,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Prosotocus vespertilionis,Trematodes,NA
73,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Prosthodendrium aelleni,Trematodes,NA
74,Myotis_myotis,Endoparasites,Lecithodendriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,Lanza (1999),"Lanza, B. (1999). I parassiti dei pipistrelli (Mammalia, Chiroptera) della fauna italiana (Vol. 30). Museo Reg. Scienze Nat. Torino.",Prosthodendrium ascidia,Trematodes,NA
