verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
Plecotus_auritus,CallDuration,2.9,0.6,21,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Plecotus_austriacus,CallDuration,5.8,1.4,24,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Hypsugo_savii,CallDuration,7.3,1,14,mean,hand-release,ms,72,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_kuhlii,CallDuration,6.3,0.9,14,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_nathusii,CallDuration,6.9,1.4,20,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_pipistrellus,CallDuration,6.3,0.9,14,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_pygmaeus,CallDuration,6,0.9,15,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Miniopterus_schreibersii,CallDuration,6.2,0.8,13,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Eptesicus_serotinus,CallDuration,10.9,2.4,22,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Eptesicus_nilssonii,CallDuration,10.7,1.6,15,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Vespertilio_murinus,CallDuration,15,3.8,25,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Nyctalus_leisleri,CallDuration,9.3,3.9,42,mean,hand-release,ms,19,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Nyctalus_noctula,CallDuration,14.4,3.4,24,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Tadarida_teniotis,CallDuration,16.8,2.4,14,mean,free-flight,ms,42,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Rhinolophus_hipposideros,CallDuration,21.6,4.4,20,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Rhinolophus_ferrumequinum,CallDuration,22.7,4.9,22,mean,hand-release,ms,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_bechsteinii,CallMinFrequency,26.5,2.9,11,mean,hand-release,kHz,65,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_blythii,CallMinFrequency,24.5,4.4,18,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_brandtii,CallMinFrequency,27.5,3.1,11,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_capaccinii,CallMinFrequency,32,2.6,8,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_daubentonii,CallMinFrequency,27.3,3,11,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_emarginatus,CallMinFrequency,36.3,2.8,8,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_myotis,CallMinFrequency,22.2,2.6,12,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_mystacinus,CallMinFrequency,27.9,3.5,13,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_nattereri,CallMinFrequency,14,4,29,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Barbastella_barbastellus,CallMinFrequency,25.7,2.2,9,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Plecotus_auritus,CallMinFrequency,22.7,1.7,7,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Plecotus_austriacus,CallMinFrequency,18,2.3,13,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Hypsugo_savii,CallMinFrequency,28.8,0.8,3,mean,hand-release,kHz,72,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_kuhlii,CallMinFrequency,33.6,1.3,4,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_nathusii,CallMinFrequency,36.1,1.1,3,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_pipistrellus,CallMinFrequency,42.6,1.4,3,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_pygmaeus,CallMinFrequency,51.5,1.8,3,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Miniopterus_schreibersii,CallMinFrequency,47.4,1.2,3,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Eptesicus_serotinus,CallMinFrequency,22.4,1.2,5,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Eptesicus_nilssonii,CallMinFrequency,24.6,1.1,4,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Vespertilio_murinus,CallMinFrequency,20.2,1.4,7,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Nyctalus_leisleri,CallMinFrequency,22.1,2.1,10,mean,hand-release,kHz,19,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Nyctalus_noctula,CallMinFrequency,17.7,2.8,16,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Tadarida_teniotis,CallMinFrequency,8,0.7,9,mean,free-flight,kHz,42,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Rhinolophus_hipposideros,CallMinFrequency,89.8,10.9,12,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Rhinolophus_ferrumequinum,CallMinFrequency,69.1,8.1,12,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_bechsteinii,CallPeakFrequency,48.4,6.6,14,mean,hand-release,kHz,65,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_blythii,CallPeakFrequency,53.2,10.9,20,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_brandtii,CallPeakFrequency,45.7,4.9,11,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_capaccinii,CallPeakFrequency,45.1,4.3,10,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_daubentonii,CallPeakFrequency,42.7,3.5,8,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_emarginatus,CallPeakFrequency,54.5,7.4,14,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_myotis,CallPeakFrequency,37.1,4,11,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_mystacinus,CallPeakFrequency,46.8,5.6,12,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Myotis_nattereri,CallPeakFrequency,40.4,8.8,22,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Barbastella_barbastellus,CallPeakFrequency,36,4.8,13,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Plecotus_auritus,CallPeakFrequency,37.7,5.1,14,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Plecotus_austriacus,CallPeakFrequency,27.6,2.5,9,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Hypsugo_savii,CallPeakFrequency,34.9,2,6,mean,hand-release,kHz,72,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_kuhlii,CallPeakFrequency,39.5,1.8,5,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_nathusii,CallPeakFrequency,41.3,2.2,5,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_pipistrellus,CallPeakFrequency,47.4,2,4,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Pipistrellus_pygmaeus,CallPeakFrequency,56.2,2.4,4,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Miniopterus_schreibersii,CallPeakFrequency,53.9,3.8,7,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Eptesicus_serotinus,CallPeakFrequency,26.8,1.8,7,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Eptesicus_nilssonii,CallPeakFrequency,29.8,1.6,5,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Vespertilio_murinus,CallPeakFrequency,24.6,2.2,9,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Nyctalus_leisleri,CallPeakFrequency,27.4,5.1,19,mean,hand-release,kHz,19,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Nyctalus_noctula,CallPeakFrequency,22.1,3.1,14,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Tadarida_teniotis,CallPeakFrequency,11.4,0.8,7,mean,free-flight,kHz,42,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Rhinolophus_hipposideros,CallPeakFrequency,107.5,3.7,3,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
Rhinolophus_ferrumequinum,CallPeakFrequency,79.7,4.7,6,mean,hand-release,kHz,100,call,Switzerland,Obrist et al. (2004),"Obrist, M.K., Boesch, R. & FlÃ¼ckiger, P.F. (2004) Variability in echolocation call design of 26 Swiss bat species: consequences, limits and options for automated field identification with a synergetic pattern recognition approach. Mammalia, 68, 307-322.",NA,NA,NA
