,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
11,Myotis_escalerai,SpeciesThermalIndex,13.4,NA,NA,NA,modelling,NA,78,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
12,Myotis_myotis,SpeciesThermalIndex,10.01,NA,NA,NA,modelling,NA,873,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
13,Myotis_nattereri,SpeciesThermalIndex,8.49,NA,NA,NA,modelling,NA,777,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
14,Myotis_crypticus,SpeciesThermalIndex,12.47,NA,NA,NA,modelling,NA,216,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
15,Nyctalus_lasiopterus,SpeciesThermalIndex,12.3,NA,NA,NA,modelling,NA,61,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
16,Nyctalus_leisleri,SpeciesThermalIndex,9.23,NA,NA,NA,modelling,NA,479,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
17,Nyctalus_noctula,SpeciesThermalIndex,8.45,NA,NA,NA,modelling,NA,906,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
18,Pipistrellus_kuhlii,SpeciesThermalIndex,12.28,NA,NA,NA,modelling,NA,394,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
19,Pipistrellus_nathusii,SpeciesThermalIndex,8.65,NA,NA,NA,modelling,NA,585,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
20,Pipistrellus_pipistrellus,SpeciesThermalIndex,9.36,NA,NA,NA,modelling,NA,1279,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
21,Pipistrellus_pygmaeus,SpeciesThermalIndex,9.75,NA,NA,NA,modelling,NA,1740,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
22,Plecotus_auritus,SpeciesThermalIndex,8.08,NA,NA,NA,modelling,NA,1119,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
23,Plecotus_austriacus,SpeciesThermalIndex,10,NA,NA,NA,modelling,NA,679,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
24,Rhinolophus_euryale,SpeciesThermalIndex,12.22,NA,NA,NA,modelling,NA,272,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
25,Rhinolophus_ferrumequinum,SpeciesThermalIndex,11.24,NA,NA,NA,modelling,NA,698,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
26,Rhinolophus_hipposideros,SpeciesThermalIndex,10.62,NA,NA,NA,modelling,NA,715,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
27,Tadarida_teniotis,SpeciesThermalIndex,13.12,NA,NA,NA,modelling,NA,216,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
28,Vespertilio_murinus,SpeciesThermalIndex,3.13,NA,NA,NA,modelling,NA,437,grid cells of 50 × 50 km,NA,NA,Full_range,Barbaro et al. (2019),"Barbaro, L., Allan, E., Ampoorter, E., Castagneyrol, B., Charbonnier, Y., De Wandeler, H., Kerbiriou, C., Milligan, H.T., Vialatte, A. & Carnol, M. (2019) Biotic predictors complement models of bat and bird responses to climate and tree diversity in European forests. Proceedings of the Royal Society B, 286, 20182193.",NA,NA,NA
29,Barbastella_barbastellus,ResponseToNightlyTemperature,-0.02,NA,NA,NA,modelling,NA,2540,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.007039
30,Barbastella_barbastellus,ResponseToNightlyPrecipitation,0.01,NA,NA,NA,modelling,NA,2537,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.007795
31,Barbastella_barbastellus,ResponseToNightlyWindSpeed,-0.01,NA,NA,NA,modelling,NA,3069,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.009642
32,Eptesicus_serotinus,ResponseToNightlyTemperature,0.05,NA,NA,NA,modelling,NA,3340,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.006111
33,Eptesicus_serotinus,ResponseToNightlyPrecipitation,-0.02,NA,NA,NA,modelling,NA,3340,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.007866
34,Eptesicus_serotinus,ResponseToNightlyWindSpeed,-0.01,NA,NA,NA,modelling,NA,3941,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.00772
35,Hypsugo_savii,ResponseToNightlyTemperature,0.01,NA,NA,NA,modelling,NA,1216,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01105
36,Hypsugo_savii,ResponseToNightlyPrecipitation,-0.02,NA,NA,NA,modelling,NA,1216,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01065
37,Hypsugo_savii,ResponseToNightlyWindSpeed,-0.01,NA,NA,NA,modelling,NA,1410,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0139
38,Miniopterus_schreibersii,ResponseToNightlyTemperature,0,NA,NA,NA,modelling,NA,900,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.010926
39,Miniopterus_schreibersii,ResponseToNightlyPrecipitation,-0.05,NA,NA,NA,modelling,NA,900,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.02309
40,Miniopterus_schreibersii,ResponseToNightlyWindSpeed,0.01,NA,NA,NA,modelling,NA,1068,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.013429
41,Myotis_alcathoe,ResponseToNightlyTemperature,0.02,NA,NA,NA,modelling,NA,209,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.02572
42,Myotis_alcathoe,ResponseToNightlyPrecipitation,-0.03,NA,NA,NA,modelling,NA,209,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.03381
43,Myotis_alcathoe,ResponseToNightlyWindSpeed,-0.07,NA,NA,NA,modelling,NA,244,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.03366
44,Myotis_capaccinii,ResponseToNightlyTemperature,-0.02,NA,NA,NA,modelling,NA,189,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.02639
45,Myotis_capaccinii,ResponseToNightlyPrecipitation,0,NA,NA,NA,modelling,NA,189,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.04485
46,Myotis_capaccinii,ResponseToNightlyWindSpeed,0.03,NA,NA,NA,modelling,NA,235,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.03331
47,Myotis_daubentonii,ResponseToNightlyTemperature,0.02,NA,NA,NA,modelling,NA,1802,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.008279
48,Myotis_daubentonii,ResponseToNightlyPrecipitation,-0.01,NA,NA,NA,modelling,NA,1800,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.008219
49,Myotis_daubentonii,ResponseToNightlyWindSpeed,0,NA,NA,NA,modelling,NA,2067,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.010772
50,Myotis_emarginatus,ResponseToNightlyTemperature,0.01,NA,NA,NA,modelling,NA,1155,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.00866
51,Myotis_emarginatus,ResponseToNightlyPrecipitation,-0.01,NA,NA,NA,modelling,NA,1153,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01348
52,Myotis_emarginatus,ResponseToNightlyWindSpeed,0.01,NA,NA,NA,modelling,NA,1365,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01053
53,Myotis_myotis,ResponseToNightlyTemperature,0.01,NA,NA,NA,modelling,NA,731,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.00943
54,Myotis_myotis,ResponseToNightlyPrecipitation,-0.02,NA,NA,NA,modelling,NA,731,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0157
55,Myotis_myotis,ResponseToNightlyWindSpeed,-0.06,NA,NA,NA,modelling,NA,857,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.01444
56,Myotis_blythii,ResponseToNightlyTemperature,0.01,NA,NA,NA,modelling,NA,731,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.00943
57,Myotis_blythii,ResponseToNightlyPrecipitation,-0.02,NA,NA,NA,modelling,NA,731,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.0157
58,Myotis_blythii,ResponseToNightlyWindSpeed,-0.06,NA,NA,NA,modelling,NA,857,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,SE=0.01444
59,Myotis_mystacinus,ResponseToNightlyTemperature,0.01,NA,NA,NA,modelling,NA,1206,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.010123
60,Myotis_mystacinus,ResponseToNightlyPrecipitation,-0.03,NA,NA,NA,modelling,NA,1199,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01494
61,Myotis_mystacinus,ResponseToNightlyWindSpeed,0,NA,NA,NA,modelling,NA,1349,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.013192
62,Myotis_nattereri,ResponseToNightlyTemperature,0.04,NA,NA,NA,modelling,NA,2983,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.005802
63,Myotis_nattereri,ResponseToNightlyPrecipitation,-0.01,NA,NA,NA,modelling,NA,2979,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.006147
64,Myotis_nattereri,ResponseToNightlyWindSpeed,0,NA,NA,NA,modelling,NA,3615,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.007277
65,Nyctalus_leisleri,ResponseToNightlyTemperature,0.02,NA,NA,NA,modelling,NA,3754,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.006111
66,Nyctalus_leisleri,ResponseToNightlyPrecipitation,0.01,NA,NA,NA,modelling,NA,3753,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.006201
67,Nyctalus_leisleri,ResponseToNightlyWindSpeed,0.01,NA,NA,NA,modelling,NA,4426,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.007702
68,Nyctalus_noctula,ResponseToNightlyTemperature,0.02,NA,NA,NA,modelling,NA,1636,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.009431
69,Nyctalus_noctula,ResponseToNightlyPrecipitation,0,NA,NA,NA,modelling,NA,1635,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.009629
70,Nyctalus_noctula,ResponseToNightlyWindSpeed,-0.01,NA,NA,NA,modelling,NA,1904,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.011447
71,Pipistrellus_kuhlii,ResponseToNightlyTemperature,0.06,NA,NA,NA,modelling,NA,4467,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.005891
72,Pipistrellus_kuhlii,ResponseToNightlyPrecipitation,-0.03,NA,NA,NA,modelling,NA,4458,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.005915
73,Pipistrellus_kuhlii,ResponseToNightlyWindSpeed,-0.02,NA,NA,NA,modelling,NA,5197,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.007211
74,Pipistrellus_nathusii,ResponseToNightlyTemperature,0.05,NA,NA,NA,modelling,NA,1261,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.009249
75,Pipistrellus_nathusii,ResponseToNightlyPrecipitation,-0.01,NA,NA,NA,modelling,NA,1261,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.010677
76,Pipistrellus_nathusii,ResponseToNightlyWindSpeed,-0.05,NA,NA,NA,modelling,NA,1402,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01226
77,Pipistrellus_pipistrellus,ResponseToNightlyTemperature,0.02,NA,NA,NA,modelling,NA,5840,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.004598
78,Pipistrellus_pipistrellus,ResponseToNightlyPrecipitation,-0.02,NA,NA,NA,modelling,NA,5830,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.004257
79,Pipistrellus_pipistrellus,ResponseToNightlyWindSpeed,0,NA,NA,NA,modelling,NA,6836,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.005436
80,Pipistrellus_pygmaeus,ResponseToNightlyTemperature,0.03,NA,NA,NA,modelling,NA,1470,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01
81,Pipistrellus_pygmaeus,ResponseToNightlyPrecipitation,-0.04,NA,NA,NA,modelling,NA,1470,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.01502
82,Pipistrellus_pygmaeus,ResponseToNightlyWindSpeed,-0.01,NA,NA,NA,modelling,NA,1719,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.012193
83,Plecotus_auritus,ResponseToNightlyTemperature,0,NA,NA,NA,modelling,NA,140,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.021826
84,Plecotus_auritus,ResponseToNightlyPrecipitation,-0.1,NA,NA,NA,modelling,NA,140,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.07759
