,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
11,Myotis_blythii,SpeciesHabitatSpecializationIndex,1.03,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,M.myotis/M.blythii_pooled_together,NA
12,Myotis_mystacinus,SpeciesHabitatSpecializationIndex,2.67,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
13,Myotis_nattereri,SpeciesHabitatSpecializationIndex,0.84,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
14,Nyctalus_lasiopterus,SpeciesHabitatSpecializationIndex,2.24,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
15,Nyctalus_leisleri,SpeciesHabitatSpecializationIndex,1.55,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
16,Nyctalus_noctula,SpeciesHabitatSpecializationIndex,2.22,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
17,Pipistrellus_kuhlii,SpeciesHabitatSpecializationIndex,1.23,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
18,Pipistrellus_nathusii,SpeciesHabitatSpecializationIndex,2.56,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
19,Pipistrellus_pipistrellus,SpeciesHabitatSpecializationIndex,0.9,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
20,Pipistrellus_pygmaeus,SpeciesHabitatSpecializationIndex,2.15,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
21,Plecotus_auritus,SpeciesHabitatSpecializationIndex,3.5,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
22,Plecotus_austriacus,SpeciesHabitatSpecializationIndex,1.06,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
23,Plecotus_macrobullaris,SpeciesHabitatSpecializationIndex,1.89,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
24,Rhinolophus_euryale,SpeciesHabitatSpecializationIndex,3.59,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
25,Rhinolophus_ferrumequinum,SpeciesHabitatSpecializationIndex,2.12,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
26,Rhinolophus_hipposideros,SpeciesHabitatSpecializationIndex,2.11,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
27,Tadarida_teniotis,SpeciesHabitatSpecializationIndex,1.31,NA,NA,NA,Modelling,NA,3596,night,3596,site,France,Dubos et al. (2021),"Dubos, N., Kerbiriou, C., Julien, J.-F., Barbaro, L., Barré, K., Claireau, F., Froidevaux, J., Le Viol, I., Lorrillière, R., Roemer, C., Verfaillie, F. & Bas, Y. (2021) Going beyond species richness and abundance: robustness of community specialisation measures in short acoustic surveys. Biodiversity and Conservation, 30, 343-363.
",Caution:_modelled_from_acoustic_data_only,NA,NA
28,Barbastella_barbastellus,FreshwaterAffinitySmallScale,-0.13,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0732246237505156
29,Barbastella_barbastellus,DenseUrbanAreaAffinitySmallScale,-1.12,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0973035687230645
30,Barbastella_barbastellus,CroplandAffinitySmallScale,-0.18,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0695202190428497
31,Barbastella_barbastellus,GrasslandAffinitySmallScale,0.34,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.06257250949038
32,Barbastella_barbastellus,DeciduousForestAffinitySmallScale,0.78,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0676716056075744
33,Barbastella_barbastellus,ConiferousForestAffinitySmallScale,0.03,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.072513740812772
34,Barbastella_barbastellus,FreshwaterAffinityMediumScale,-0.25,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0728115585536263
35,Barbastella_barbastellus,DenseUrbanAreaAffinityMediumScale,-1.85,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.137695117642212
36,Barbastella_barbastellus,CroplandAffinityMediumScale,-0.13,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0727568652977119
37,Barbastella_barbastellus,GrasslandAffinityMediumScale,0.47,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0638029216636967
38,Barbastella_barbastellus,DeciduousForestAffinityMediumScale,0.93,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0679543833085729
39,Barbastella_barbastellus,ConiferousForestAffinityMediumScale,0.06,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0718026614720871
40,Barbastella_barbastellus,FreshwaterAffinityLargeScale,-0.58,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.108494790862598
41,Barbastella_barbastellus,DenseUrbanAreaAffinityLargeScale,-2.94,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.760233294137104
42,Barbastella_barbastellus,CroplandAffinityLargeScale,0.02,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0731487180407401
43,Barbastella_barbastellus,GrasslandAffinityLargeScale,0.78,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0639309168661623
44,Barbastella_barbastellus,DeciduousForestAffinityLargeScale,0.91,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0944737306377235
45,Barbastella_barbastellus,ConiferousForestAffinityLargeScale,0.19,NA,NA,NA,Modelling,NA,2619,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0695030542173699
46,Eptesicus_serotinus,FreshwaterAffinitySmallScale,0.21,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.048889161276996
47,Eptesicus_serotinus,DenseUrbanAreaAffinitySmallScale,-0.38,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0536381784520071
48,Eptesicus_serotinus,CroplandAffinitySmallScale,0.06,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0478820473711843
49,Eptesicus_serotinus,GrasslandAffinitySmallScale,0.16,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0439956726462713
50,Eptesicus_serotinus,DeciduousForestAffinitySmallScale,0.05,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0481309591851267
51,Eptesicus_serotinus,ConiferousForestAffinitySmallScale,0.09,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.047782215731017
52,Eptesicus_serotinus,FreshwaterAffinityMediumScale,0.2,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0473282638015463
53,Eptesicus_serotinus,DenseUrbanAreaAffinityMediumScale,-0.73,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0616157112174542
54,Eptesicus_serotinus,CroplandAffinityMediumScale,0.19,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.049786749725567
55,Eptesicus_serotinus,GrasslandAffinityMediumScale,0.25,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0447989599767682
56,Eptesicus_serotinus,DeciduousForestAffinityMediumScale,0.15,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0494767298677074
57,Eptesicus_serotinus,ConiferousForestAffinityMediumScale,0.09,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.046997890064935
58,Eptesicus_serotinus,FreshwaterAffinityLargeScale,-0.13,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0481544515772096
59,Eptesicus_serotinus,DenseUrbanAreaAffinityLargeScale,-0.76,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0783756140454809
60,Eptesicus_serotinus,CroplandAffinityLargeScale,0.2,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0488088700971065
61,Eptesicus_serotinus,GrasslandAffinityLargeScale,0.32,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0448085532894432
62,Eptesicus_serotinus,DeciduousForestAffinityLargeScale,0.22,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0480839643925693
63,Eptesicus_serotinus,ConiferousForestAffinityLargeScale,0.03,NA,NA,NA,Modelling,NA,2689,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0455420029028284
64,Hypsugo_savii,FreshwaterAffinitySmallScale,-0.01,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0711684757293209
65,Hypsugo_savii,DenseUrbanAreaAffinitySmallScale,-0.16,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0822043270083829
66,Hypsugo_savii,CroplandAffinitySmallScale,-0.55,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0764565871671527
67,Hypsugo_savii,GrasslandAffinitySmallScale,-0.65,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0733379185713523
68,Hypsugo_savii,DeciduousForestAffinitySmallScale,-0.51,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0766316328595967
69,Hypsugo_savii,ConiferousForestAffinitySmallScale,0.35,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0714017863131778
70,Hypsugo_savii,FreshwaterAffinityMediumScale,0.33,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0731326876563378
71,Hypsugo_savii,DenseUrbanAreaAffinityMediumScale,-0.45,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0955317318218593
72,Hypsugo_savii,CroplandAffinityMediumScale,-0.88,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0789669033937269
73,Hypsugo_savii,GrasslandAffinityMediumScale,-0.58,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0694964722451508
74,Hypsugo_savii,DeciduousForestAffinityMediumScale,-0.63,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0807034131142366
75,Hypsugo_savii,ConiferousForestAffinityMediumScale,0.61,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0691599722079187
76,Hypsugo_savii,FreshwaterAffinityLargeScale,0.25,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0687663279215922
77,Hypsugo_savii,DenseUrbanAreaAffinityLargeScale,-0.45,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.114896011339455
78,Hypsugo_savii,CroplandAffinityLargeScale,-1.26,NA,NA,NA,Modelling,NA,2585,night,NA,NA,France,Vigie-Chiro,Unpublished data from the Vigie-Chiro program,Caution:_modelled_from_acoustic_data_only,NA,SE=0.0768132922129885
